BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,3,3151,Aft Telok Ayer St,Cecil St,103.8477624,1.27892125,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,4,3021,Prudential Twr,Cecil St,103.849989,1.28255525,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,5,-,Outside Clifford Centre,Collyer Quay,103.852694,1.28369,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,6,-,Outside Singapore Land Tower,Battery Rd,103.851819,1.285056,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,7,44369,Dairy Farm Mall,Petir Rd,103.7753149,1.36574284,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,8,44359,Bef Chestnut Ave,Petir Rd,103.7753088,1.36772582,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,9,44389,Opp Blk 201,Petir Rd,103.7746186,1.37154304,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,10,44379,Opp Blk 219,Petir Rd,103.7729353,1.37355054,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,11,44321,Opp Bangkit Stn,Bt Panjang Ring Rd,103.772318,1.379874,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,12,44331,Blk 239,Fajar Rd,103.7708487,1.38022107,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,13,44341,Blk 401A CP,Fajar Rd,103.7691773,1.3811703,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,14,44779,Opp Fajar Stn,Fajar Rd,103.7702068,1.38422184,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,15,44699,Blk 457,Segar Rd,103.7715435,1.388053,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,16,44709,Blk 547C,Segar Rd,103.7684297,1.38854189,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,17,44619,Blk 506,Jelapang Rd,103.7676358,1.38695072,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,18,44669,Opp Blk 532,Jelapang Rd,103.7648975,1.38428577,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,19,44829,Opp Blk 650,Senja Lk,103.7630575,1.38671417,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 722,City Bus Services,Tanjong Pagar Road to Senja Road,2,20,44811,Senja FC,Senja Rd,103.7602083,1.38715473,One trip at 6.10pm,"Adult/Senior Citizen: $3.30, Child or Student: $2"
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,1,64449,Opp Hougang Green Shopping Mall,Hougang Street  51,103.8886067,1.379733333,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,2,64439,Blk 537,Hougang Street  51,103.8895216,1.377979732,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,3,64609,Blk 687,Hougang Avenue 4,103.8847014,1.375956389,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,4,64419,Blk 681,Hougang Avenue 4,103.8852185,1.373391648,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,5,63379,Blk 608,Hougang Avenue 8,103.88521,1.370796667,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,6,63389,Opp Xinmin Primary School,Hougang Avenue 8,103.8824452,1.370638355,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,7,63399,Blk 632,Hougang Avenue 8,103.880285,1.370223333,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,8,63319,Opp Blk 634,Hougang Avenue 2,103.8781473,1.369217378,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,9,66109,Blk 151,Ang Mo Kio Avenue 3,103.8746132,1.369979225,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,10,66339,Blk 101,Ang Mo Kio Avenue 3,103.8705581,1.371251832,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,11,5129,Opp One Upp Pickering,Upper Pickering Street,103.8463467,1.286011667,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,12,5319,OCBC Centre,Church Street,103.8490869,1.284496673,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,13,3129,UIC Building,Shenton Way,103.8495672,1.278070035,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,14,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,15,3218,Opp MAS Building,Shenton Way,103.8468781,1.274116652,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,16,3223,Tanjong Pagar Station Exit C,Anson Road,103.8463247,1.275703395,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,17,3151,Aft Telok Ayer St,Cecil Street,103.8477623,1.278921246,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,18,3041,Telok Ayer Station Exit A,Cross Street,103.8489321,1.281795094,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,19,5131,Opp Hong Lim Complex,Upper Cross Street,103.8452739,1.283985132,One trip at 8.15am,$3.50
PBS 723,XingSheng Transport Services,Buangkok Green to Upper Cross Street,1,20,6171,Opp State Court,Upper Cross Street,103.8424479,1.286077301,One trip at 8.15am,$3.50
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,1,67491,Opp Fernvale Primary School,Sengkang West Avenue,103.8746649,1.390875385,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,2,67481,Fernvale Station/Blk 439A,Sengkang West Avenue,103.8776459,1.391497941,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,3,67471,Layar Station Exit B,Sengkang West Avenue  ,103.8801011,1.392185681,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,4,67321,Blk 311A,Sengkang East Avenue,103.8842549,1.390567926,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,5,65801,Blk 309D,Anchorvale Road  ,103.885698,1.39044,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,6,67361,Blk 313B,Anchorvale Drive,103.8883491,1.390995059,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,7,67351,Blk 321 CP,Anchorvale Drive,103.8913545,1.389944754,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,8,67449,Blk 323B,Sengkang East Road,103.8930712,1.392032891,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,9,-,Pick-up/Drop-off point opp Sengkang Station,Sengkang East Way,,,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,10,67101,Blk 250A,Sengkang East Way,103.8995695,1.39143144,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,11,67111,CHIJ St. Joseph's Convent,Sengkang East Way,103.9023725,1.391053694,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,12,67121,Blk 142A,Sengkang East Way,103.9051829,1.389504756,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,13,67229,Rumbia Station Exit A,Rivervale Drive  ,103.9061436,1.391057778,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,14,67239,Opp Rivervale Primary School,Rivervale Drive  ,103.9037334,1.393050302,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,15,96069,Mera Terrace Playground,Upper Changi Road East ,,,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,16,96049,Upper Changi Station/SUTD,Upper Changi Road East,,,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,17,96419,Eightrium,Along Changi South Avenue 1,103.9638595,1.3376443,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,18,-,Outside The IBM Place,Along Changi Business Park Avenue 1,103.9638594,1.3360398,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,19,96401,Honeywell Building,Along Changi Business Park Central 1,103.9659831,1.3367799,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,20,96361,Aft Akzonobel,Changi Business Park Central 2   ,103.966437,1.336491101,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,21,-,Outside Plaza 8,Along Changi Business Park Central 1,103.9645692,1.3340451,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,22,96321,DBS Asia Hub,Changi South Avenue 2  ,103.9653246,1.332082717,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,23,96331,Premier,Changi South Avenue 2 ,,,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,24,96341,Aft Sunny Metal & Engrg,Changi South Avenue 2 ,,,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,1,25,96351,Before Changi South Street 1,Changi South Avenue 4 ,,,"Eight trips from 7.00am to 10.00am / 20 to 30 min
", $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,1,96419,Eightrium,Along Changi South Avenue 1,103.9638595,1.3376443,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,2,-,Outside The IBM Place,Along Changi Business Park Avenue 1,103.9638594,1.3360398,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,3,96401,Honeywell Building,Along Changi Business Park Central 1,103.9659831,1.3367799,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,4,96361,Aft Akzonobel,Changi Business Park Central 2  ,103.966437,1.336491101,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,5,-,Outside Plaza 8,Along Changi Business Park Central 1,103.9645692,1.3340451,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,6,-,Outside Plaza 8 Blk 1  ,Along Changi Business Park Crescent,103.9660716,1.3329524,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,7,-,Outside Citibank  ,Along Changi Business Park Avenue 3,103.9663908,1.3342261,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,8,-,-,Bus stop outside Rigel Innovation Centre,Changi Business Park Vista,103.9675272,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,9,67231,Rivervale Primary School,Rivervale Drive  ,103.9039566,1.393222056,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,10,67221,Blk 153,Rivervale Drive  ,103.9063945,1.391162469,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,11,67129,Blk 137,Sengkang East Way,103.9049889,1.389368441,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,12,67119,Blk 128,Sengkang East Way,103.9032358,1.390508244,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,13,67109,Blk 235,Sengkang East Way,103.8999867,1.391028856,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,14,67409,Sengkang Station,Sengkang East Way,103.8960682,1.392339157,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,15,67441,Opp Blk 323B,Sengkang East Road,103.8934667,1.392309539,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,16,67359,Nan Chiau High School,Anchovale Drive,103.8904406,1.390025942,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,17,67369,Blk 306 Carpark,Anchorvale Drive,103.8885346,1.390717311,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,18,65809,Anchor Green Primary School,Anchorvale Road,103.8863089,1.39121,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,19,67329,Opp Blk 310B,Sengkang East Avenue,103.8846017,1.390019742,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,20,67479,Bef Fernvale Link,Sengkang West Avenue,103.8801967,1.391982037,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,21,67489,Pei Hwa Secondary School,Sengkang West Avenue,103.877085,1.39100245,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 728,MyBus Pte Ltd,Sengkang West Avenue - Changi Business Park,2,22,67499,Bef Fernvale Lane,Sengkang West Avenue,103.8746787,1.390680287,Six trips from 5.35pm to 8.00pm / 10 to 45 min, $3.50 (card) / $4.00 (cash) 
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,1,65151,Cove Station Exit B,Punggol Field,103.9067353,1.398911231,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,2,65161,Meridian Station Exit B,Punggol Field,103.9085911,1.397356311,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,3,65171,Coral Edge Station Exit B,Punggol Field,103.9120935,1.394494243,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,4,65529,Aft Punggol Field,Punggol East,,,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,5,67529,Opp Blk 157A,Sengkang East Drive,,,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,6,67539,Blk 122C,Sengkang East Way,103.9066129,1.387720204,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,7,67129,Blk 137,Sengkang East Way,103.9049889,1.389368441,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,8,67119,Blk 128,Sengkang East Way,103.9032358,1.390508244,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,9,65049,Blk 126A,Punggol Road,103.9018717,1.389935,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,10,65039,Blk 124,Punggol Road,103.901924,1.387327419,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,11,65029,Blk 111,Punggol Road,103.9006158,1.384615,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,12,67219,Blk 267 carpark,Sengkang East Avenue,103.8975137,1.383688353,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,13,67269,Opp Blk 203A,Sengkang East Avenue,103.8951336,1.386054076,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,14,-,Passenger pick-up/ drop-off point outside Buangkok Station,Sengkang Central,103.8931514,1.3829374,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,15,64571,Blk 438,Hougang Avenue 6,,,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
PBS 729,K.H.Ng Bus Transport Pte Ltd,Punggol Field - Alexandra Road,1,16,64369,Blk 532,Hougang Avenue 8,103.8914935,1.376344484,Two trips at 7.00am and 8.00am/ 60 minutes, $5.50 (card) / $6.50 (cash )
